Kingdom	Phylum	Class	Order	Family	Genus	Case MRA	Control MRA	MRAR	KW TSS	KW CLR	KW rCLR	t-test TSS	t-test CLR	t-test rCLR	GLM TSS	GLM CLR	GLM rCLR	ANCOM	ANCOM-BC	ALDEx2 t-test	ALDEx2 Wilcoxon	baySeq	DESeq2	edgeR RLE	edgeR TMM	fitFeatureModel	fitZIG	GLM NBZI	limma-voom	LEfSe	N methods detected by
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Sanguibacteroides	9.26562071261598e-06	1.94449886610507e-05	0.476504300111808	0.634526005684682	0.998648223348226	0.0403998116569993	0.567194695921481	0.834140488879046	0.0940158784823499	0.623095268788352	0.815636056735118	0.0682991585418114	1	0.898221877081566	0.807004936836169	0.800922364114359	0	1	0.00448222646481579	0.0120325907580248	0.710889349030777	0.187933821322063	0.99999587557469	0.482083156113255	1	4
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	5.5021300762973e-08	0	Inf	0.634526005684682	0.998648223348226	0.00139545074638822	0.485844037895162	0.71430586941326	0.00209889064586131	0.623095268788352	0.730190165173979	0.00340332330497078	1	0.99898497017594	0.794962187478635	0.793459205203058	0.0299881507299958	1	0.991127247717752	0.86925073697693	0.64549265795003	0.0818615793132045	0.99999587557469	0.00249579771888176	1	5
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitibacter	4.25480652145072e-07	0	Inf	0.599494089968919	0.998648223348226	0.003056763410864	0.482224239967038	0.677499640640762	0.000654519119703657	0.623095268788352	0.722696653205811	0.00213645489901422	1	0.99898497017594	0.798405405416156	0.799800586707209	0	1	0.777842071954124	0.0036316851665301	0.625788818185709	0.0327468552668766	0.99999587557469	0.00193027387224485	1	7
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	1.31396534538073e-05	7.26070018500836e-06	1.80969508711261	0.634526005684682	0.998648223348226	0.188702934096826	0.621345030253209	0.706818196231234	0.283398977698208	0.639283034668419	0.722843273756274	0.283498775295375	1	0.986104979112373	0.799416793713621	0.788907489761879	0	1	0.882175311660807	0.741894195116436	0.819032482350603	4.83708326494383e-06	0.575320237298501	0.00387168464833448	1	3
Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter	0	3.32251115282011e-06	0	0.344038590895854	0.998648223348226	0.493203658817049	0.485844037895162	0.706818196231234	0.93147640532024	0.421051999616419	0.722696653205811	0.922274550427382	1	0.640912345584431	0.799496622168968	0.801567178738871	0	1	5.70299015139161e-20	4.18576953442235e-09	0.502491588035447	0.0812375450221569	0.99999587557469	0.0134068676592573	1	4
Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	NA	0	3.33493855042227e-06	0	0.525742825466531	0.998648223348226	0.00310636669740386	0.485844037895162	0.812741184787517	0.0634581119772637	0.497828471876185	0.783358836478773	0.0214122233797881	1	0.77267831635575	0.798242170786344	0.793483726407895	0	1	2.08841530643771e-09	2.55482876463069e-08	0.574736666490538	0.970143444651781	0.99999587557469	0.00850522606965242	1	6
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	4.65337300259134e-07	0	Inf	0.634526005684682	0.998648223348226	0.556031612889384	0.485844037895162	0.695159029913623	0.379192504979685	0.623095268788352	0.722696653205811	0.461268952468007	1	0.99898497017594	0.800991091820445	0.796570062777549	0	1	0.568676703164157	0.00211095039109485	0.64549265795003	0.0297085244958048	0.99999587557469	0.00238484921028883	1	4
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	2.52651764455404e-07	0	Inf	0.525742825466531	0.998648223348226	0.00559450805567652	0.449617106310327	0.652270532235326	0.00114264211193262	0.586093134525043	0.718209199477783	0.00318672036902227	1	0.99898497017594	0.786301031306807	0.789710516488276	7.06640310303528e-11	1	0.835229321245073	0.0427530246595112	0.607896336185736	0.00935346408451589	0.99999587557469	0.00199695016754747	1	7
Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	1.51912016556544e-05	3.7611373227933e-05	0.403899149429947	0.0377247084307081	0.213097697736571	0.0199718690505849	0.0830276856392258	0.0492859201688722	0.0271970884954372	0.0662458444196052	0.0326610843616262	0.0281620300834407	1	0.0291821486833177	0.382001949076886	0.331122507430426	1.23041761930639e-06	0.0338341550662697	0.000142412176392298	0.0718871490810498	0.164173467796475	0.0137620487285574	0.135869451444007	0.308282688729312	1	11
Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	NA	NA	6.36400123786188e-08	0	Inf	0.634526005684682	0.998648223348226	0.586194104225005	0.485844037895162	0.71430586941326	0.957921152779757	0.623095268788352	0.725448335401248	0.967332842351733	1	0.99898497017594	0.788903908629656	0.790424365936399	0.0124089757601195	1	0.982673622608298	0.455483335086802	0.64549265795003	0.0996933207951332	0.99999587557469	0.00246282110694668	1	2
Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	2.06400642153678e-07	0	Inf	0.634526005684682	0.998648223348226	0.0335591679612303	0.485844037895162	0.710447598144127	0.0244831757999692	0.623095268788352	0.724247623856711	0.0402508494627329	1	0.99898497017594	0.798094485059347	0.790306475486368	0.000146012956189814	1	0.982616105051172	0.0270361675714485	0.64549265795003	0.161657536289694	1	0.00249579771888176	1	6
Bacteria	Cyanobacteria	Oxyphotobacteria	Phormidesmiales	Nodosilineaceae	NA	0	2.02289703669859e-07	0	0.525742825466531	0.998648223348226	0.723780302852401	0.485844037895162	0.968316365332575	0.699970216975829	0.497828471876185	0.967081024647616	0.65536273422588	1	0.902596645223816	0.796277739070596	0.789530498222239	1.93047625638366e-09	1	0.897547769635135	0.0468405821969773	0.542597778025524	0.109380362045969	1	0.00615251969868226	1	3
Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Candidatus_Nucleicultrix	8.47368892754648e-08	0	Inf	0.634526005684682	0.998648223348226	0.251100072010407	0.485844037895162	0.71430586941326	0.124419342473378	0.623095268788352	0.730190165173979	0.158402216718401	1	0.99898497017594	0.79172961760114	0.789615810865445	0.0271201998124583	1	0.991127247717752	0.27157246601574	0.64549265795003	0.143180914820382	0.99999587557469	0.00246282110694668	1	2
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	3.24986089786343e-06	2.56458062991656e-06	1.2672094844486	0.597417047502736	0.998648223348226	0.0726423597486554	0.586762252790857	0.793158137522591	0.0697118640311855	0.623095268788352	0.783358836478773	0.0710443350064365	1	0.817415347956296	0.798958667881195	0.786776381779486	0	1	0.144762123670337	0.326596082647545	0.64549265795003	0.0189234015079488	0.99999587557469	0.0268041764285465	1	3
Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	0	1.44843333973734e-07	0	0.525742825466531	0.998648223348226	0.000129588018008864	0.485844037895162	0.958779357059842	0.00566839394808144	0.497828471876185	0.955797295016977	0.000979418851327649	1	0.905895169421252	0.801805424796848	0.798984618886255	4.28575309199014e-07	1	0.933388498100954	0.0468405821969773	0.542597778025524	0.128535140542868	0.99999587557469	0.00712895980726196	1	6
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	NA	7.57525930061694e-07	1.42745528343658e-06	0.530682774340895	0.4928996931494	0.998648223348226	0.567889988332579	0.482224239967038	0.68511249284331	0.651772562123877	0.473655671530244	0.718209199477783	0.653838813686704	1	0.492597598977192	0.790162892164216	0.785780646380161	0	1	0.167663769252139	0.183364436803327	0.605766013154695	0.736741045478052	0.99999587557469	0.0552104719729566	1	1
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	9.88760615199863e-07	0	Inf	0.599494089968919	0.998648223348226	0.16326593239703	0.485844037895162	0.676285004182701	0.0742093664351371	0.623095268788352	0.722696653205811	0.118214620739096	1	0.99898497017594	0.796087339550874	0.783315200829402	0	1	0.321505399559111	2.20721965188382e-05	0.64549265795003	0.0481255969858425	0.99999587557469	0.00227256789107702	1	4
Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	2.88645470154942e-07	0	Inf	0.634526005684682	0.998648223348226	0.00347602530933554	0.485844037895162	0.706818196231234	0.00177198417991476	0.623095268788352	0.72392312980862	0.00733245131083888	1	0.99898497017594	0.794278705298243	0.790364546300051	1.4144473327499e-06	1	0.952752236409744	0.0211998890968829	0.64549265795003	0.15461936365729	0.99999587557469	0.00246282110694668	1	6
Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus	4.61002880119874e-05	1.15579360435623e-06	39.8862632897724	0.88813825023163	0.998648223348226	0.901404737882229	0.566781456303212	0.697569140427607	0.967527735058093	0.623095268788352	0.722843273756274	0.967854128853208	1	0.99898497017594	0.806182458297434	0.800544035185061	0	1	5.97915804322985e-29	6.76848753207334e-08	0.614384303377041	4.30619854762904e-17	0.0350085843301921	0.00196343060005531	1	6
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	4.01696484764104e-08	0	Inf	0.634526005684682	0.998648223348226	0.00625517978449398	0.485844037895162	0.71430586941326	0.00426045571354655	0.623095268788352	0.730190165173979	0.00809956012164789	1	0.99898497017594	0.800328044303767	0.799386320848165	0.0422954154477637	1	0.996124318806426	0.633384611537288	0.64549265795003	0.172505317968857	0.99999587557469	0.00246282110694668	1	5
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	1.49321381830927e-05	0	Inf	0.634526005684682	0.998648223348226	0.000201710915585141	0.485844037895162	0.68511249284331	0.000343927768205627	0.623095268788352	0.722696653205811	0.00120222891304534	1	0.99898497017594	0.796722821690844	0.788228509329878	0	1	1.32582883127152e-05	1.73401035117137e-09	0.64549265795003	0.126107386479453	0.99999587557469	0.00246093362480033	1	7
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	1.56449607440547e-05	2.15881966756323e-07	72.469975047587	0.634526005684682	0.998648223348226	4.23409527092268e-10	0.250980043394608	0.370840698624718	3.23127940226319e-07	0.473655671530244	0.567289738818635	1.86734694271443e-07	1	0.753520647736708	0.769361005921562	0.781521773439403	0	1	2.55313260503161e-14	3.54031614717877e-08	0.250799190338526	0.000389740755515424	0.045540255469655	0.00139239061872702	1	9
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0.00206671583888505	1.4664621282836e-05	140.932097667193	0.049366023310571	0.998648223348226	0.467683757045073	0.00540301124669979	0.00435192963138238	0.136474082191364	0.0392334824216162	0.0376541794009106	0.173669395110272	1	0.00691980527116859	0.291030438461174	0.553548912479791	1.85358974546113e-16	7.21106187759498e-09	4.08168256028735e-47	6.42626330724946e-10	0.0775569372205279	9.61769360839292e-50	1.96244725463585e-05	5.58413586693408e-08	0.0493660233104744	14
Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41	NA	NA	1.13708551953592e-07	0	Inf	0.634526005684682	0.998648223348226	0.00559800944209506	0.485844037895162	0.706818196231234	0.0930875557166981	0.623095268788352	0.722843273756274	0.147373810542537	1	0.99898497017594	0.796417677726161	0.793376764992134	3.42658497956294e-05	1	0.964180352986542	0.246548593118527	0.64549265795003	0.0818615793132045	0.99999587557469	0.00246282110694668	1	3
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	NA	NA	0	1.38741514568969e-07	0	0.525742825466531	0.998648223348226	0.486609245699782	0.485844037895162	0.903842952679007	0.320224580884999	0.497828471876185	0.899610914938646	0.257281925063573	1	0.944710695232143	0.784222329949575	0.784553013353686	0.0205360314037383	1	0.982673622608298	0.366028727373797	0.542597778025524	0.105692316728402	0.99999587557469	0.00776140641203749	1	2
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	0.0199466539069218	0.0148934000007184	1.33929484912509	0.599494089968919	0.998648223348226	0.118285910090896	0.841898124622017	0.857213240393108	0.138528289251669	0.846741505071537	0.856254513450794	0.140269197287089	1	0.99898497017594	0.952589003936378	0.906554822696824	0.225233122517598	0.709120873183835	0.996124318806426	0.387131024031468	0.549709840546598	0.18831504475443	0.281402137437898	0.570241746754805	1	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29	7.03394937423964e-08	5.49897767406266e-08	1.27913764906104	0.801538580986082	0.998648223348226	0.868516266561747	0.73048996154179	0.899453091733607	0.934408387178053	0.683367252819344	0.888936647765958	0.929546839114865	1	0.992507981200306	0.799715457319005	0.791883579803821	1.08321371920029e-05	1	0.982642234073356	0.544503714487801	0.64549265795003	0.743934346880853	0.99999587557469	0.00827563492334231	1	2
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	0	5.09103586695861e-08	0	0.525742825466531	0.998648223348226	0.000201710915585141	0.485844037895162	0.921038760291007	0.145995504066933	0.497828471876185	0.919061969847517	0.0902545256266722	1	0.907328908515783	0.797927164478653	0.789674305182176	0.00380981857462263	1	0.982616105051172	0.177828014713014	0.542597778025524	0.144717812928342	0.99999587557469	0.0052187110986948	1	3
Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	NA	NA	0.000234421288954173	0.000304498175394847	0.769861062878933	0.477534897186448	0.94560718840666	0.0468602176462051	0.485844037895162	0.68511249284331	0.0150809553694904	0.623095268788352	0.718209199477783	0.00953195849602428	1	0.755251186192618	0.741346130632271	0.707918809965972	0.066369874740825	0.877372225400226	0.0374034626018084	0.609963867912109	0.809968774119401	0.0269490599113859	0.99999587557469	0.924336708247753	1	5
Bacteria	Tenericutes	Mollicutes	NA	NA	NA	0	1.12280390783666e-07	0	0.525742825466531	0.998648223348226	4.11917945424117e-05	0.485844037895162	0.921038760291007	0.037791930978816	0.497828471876185	0.919061969847517	0.0145761949278056	1	0.907328908515783	0.79881918061306	0.792820335316166	0.00165587329826005	1	0.982616105051172	0.180668729941079	0.542597778025524	0.112051696313282	0.99999587557469	0.00916516796024415	1	5
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	6.20730537769901e-07	0	Inf	0.634526005684682	0.998648223348226	6.13744086596151e-07	0.485844037895162	0.697569140427607	1.88327178644332e-06	0.623095268788352	0.722696653205811	2.78543831427208e-05	1	0.99898497017594	0.802878044892046	0.801076760722311	0	1	0.745510963436416	0.0182613698576547	0.64549265795003	0.147261262329875	1	0.00246282110694668	1	6
Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Candidatus_Methanomethylophilus	2.37839064576891e-06	1.19479618506516e-05	0.199062457304314	0.599494089968919	0.999496976192922	0.851327740915485	0.485844037895162	0.774802366059443	0.69524923605133	0.497828471876185	0.730532894028983	0.665726265679339	1	0.79132156363505	0.801583158242271	0.796706547926312	0	1	1.66646424840523e-06	0.014417645116043	0.614384303377041	0.601226847229179	0.876178881022623	0.123241281586741	1	3
Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	0.000575927991024095	0.00016927627264687	3.40229603368895	0.525742825466531	0.998648223348226	0.72371969874256	0.382609203394918	0.505271093765968	0.871709676099706	0.497828471876185	0.591912181393731	0.879301133434557	1	0.682734250228513	0.710765104580139	0.747147596478354	0.0808191859510152	0.143409258267165	0.000286052121646431	0.0159695359761101	0.621150757589992	1.73639204058322e-15	0.389041795333934	0.00196343060005531	1	4
Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	NA	0.000385884322910347	0.000149804398453716	2.57592118050908	0.945804504647289	0.998648223348226	0.51329899581876	0.757945701421271	0.726098011655636	0.971585517256571	0.776651896876195	0.744035930141779	0.970511600408988	1	0.99898497017594	0.828706659668627	0.807155947321665	0.0873667006133648	0.360111162110019	0.0210932377892709	0.514167596106305	0.619269559325385	1.05836657940108e-12	0.817583294938135	0.0886586440673124	1	2
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	5.71893717098418e-08	0	Inf	0.634526005684682	0.998648223348226	0.0131692860989957	0.485844037895162	0.71430586941326	0.0116154666829428	0.623095268788352	0.730190165173979	0.0247292175958581	1	0.99898497017594	0.795218276799071	0.794258949441126	0.0386218176405153	1	0.996124318806426	0.86925073697693	0.64549265795003	0.112051696313282	0.99999587557469	0.00246282110694668	1	5
Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	1.64831855410251e-07	0	Inf	0.599494089968919	0.998648223348226	0.62525013863715	0.485844037895162	0.697569140427607	0.949771804901369	0.623095268788352	0.722696653205811	0.952436119993446	1	0.99898497017594	0.806870870785097	0.80501305616877	0.0047000213357284	1	0.982616105051172	0.113551173963883	0.643628467533294	0.0491111884843361	0.99999587557469	0.0023911143462174	1	3
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	0.00105072545833351	0.000971851302470289	1.08115866662187	0.686697281710589	0.998648223348226	0.992472052880343	0.776609424785395	0.806616922227233	0.850848151191046	0.78112228701901	0.801210870239957	0.84786441932706	1	0.967425731095806	0.857230191613926	0.831583682054102	0.255705867659648	0.932544947983795	1	0.799849074699513	0.863204909864084	0.0359354856965953	0.876178881022623	0.534557930194887	1	1
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	1.27375139111411e-06	0	Inf	0.634526005684682	0.998648223348226	3.68132610448192e-06	0.485844037895162	0.691081960524562	2.73409740080871e-06	0.623095268788352	0.722696653205811	3.85271759784026e-05	1	0.99898497017594	0.787781228952487	0.786334640410304	0	1	0.215084400863313	3.08686299639368e-05	0.64549265795003	0.107543040891352	0.99999587557469	0.00238484921028883	1	6
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter	3.66808671753154e-08	0	Inf	0.634526005684682	0.998648223348226	0.00139545074638822	0.485844037895162	0.71430586941326	0.00209889064586131	0.623095268788352	0.730190165173979	0.00340332330497078	1	0.99898497017594	0.793973300603193	0.789358671200562	0.0447157673530372	1	0.996124318806426	1	0.64549265795003	0.0918505219878485	0.99999587557469	0.00250150099218192	1	5
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	8.3197831775607e-05	2.44070347956112e-06	34.0876441863258	0.217499741220007	0.998648223348226	0.0030398376227057	0.0176548919464424	0.0624381825853134	0.0361592733788188	0.115074692904762	0.188187858469362	0.0440104620439424	1	0.130563830524265	0.659142786346135	0.731334087045215	0	0.105191581935025	3.34202991921313e-22	3.01608741092695e-10	0.164173467796475	2.07418868206115e-47	0.00679787146815614	1.33472576098871e-05	1	10
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	1.50700217607895e-06	0	Inf	0.525742825466531	0.998648223348226	0.000178735622161935	0.377314751117909	0.546726299375874	5.32792523959268e-05	0.527001562569764	0.668218362717148	0.000190006525779042	1	0.966849311309956	0.798841371996408	0.79713389086786	0	1	0.292174043162823	5.77371441834122e-08	0.555745023278705	0.00910063016115357	0.99999587557469	0.00193027387224485	1	7
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	1.47526334060121e-05	2.60749451440257e-07	56.5778118593366	0.259947157037555	0.998648223348226	0.242608342903248	0.0258605513527456	0.0583224661748834	0.222232381046389	0.152692369697999	0.177212990586658	0.221186575649605	1	0.143625386568462	0.690659541649127	0.718913504870658	0	1	3.811275926943e-13	2.18523942427826e-08	0.103147307431452	1.04669977382479e-38	0.000150701888274685	3.36043811844666e-05	1	7
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	1.66303209230731e-06	8.89729663492791e-07	1.86914313475711	0.906721078602108	0.998648223348226	0.305857201645453	0.774966958189671	0.921038760291007	0.140901070384636	0.800506311447821	0.919061969847517	0.130430843672116	1	0.99898497017594	0.802968463857471	0.801410386095006	0	1	0.982673622608298	0.311519453836914	0.695309359934948	3.76860616013197e-15	0.388645469135653	0.00887838605483843	1	3
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	1.74936161746919e-05	0	Inf	0.483080141928655	0.998648223348226	0.746423268586851	0.320790402311175	0.352624938203396	0.695536044439982	0.497828471876185	0.549280792669198	0.72513599656644	1	0.735535752020301	0.784882496575132	0.786593532269707	0	1	1.21123740061701e-13	1.2551774060752e-11	0.542597778025524	0.00296800061156694	0.99999587557469	0.00193027387224485	1	5
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	0.00139002495745646	2.31523746593903e-05	60.0381160855431	0.377747239682989	0.998648223348226	0.000562488179736583	0.145794275801855	0.180151541794107	0.000106411484344087	0.331929045783255	0.353064401172999	0.000370185773465643	1	0.271439187794549	0.66104387694758	0.766211646113203	1.13271649555582e-11	0.119549069279126	2.03880197058198e-34	3.85318669813532e-05	0.527171853125502	0.00379654578348426	0.0318149627476106	0.000189462169179482	1	9
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	7.32437880518166e-06	0	Inf	0.634526005684682	0.998648223348226	0.00347602530933554	0.485844037895162	0.68511249284331	0.00177198417991476	0.623095268788352	0.722696653205811	0.00733245131083888	1	0.99898497017594	0.799204487858636	0.79561937429526	0	1	3.56321311132732e-05	2.46780501074343e-10	0.64549265795003	0.148779337436137	0.99999587557469	0.00253163277465986	1	7
