Kingdom	Phylum	Class	Order	Family	Genus	Case MRA	Control MRA	MRAR	KW TSS	KW CLR	KW rCLR	t-test TSS	t-test CLR	t-test rCLR	GLM TSS	GLM CLR	GLM rCLR	ANCOM	ANCOM-BC	ALDEx2 t-test	ALDEx2 Wilcoxon	baySeq	DESeq2	edgeR RLE	edgeR TMM	fitFeatureModel	fitZIG	GLM NBZI	limma-voom	SAMseq	LEfSe	N methods detected by
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	0.000771230050095735	0.000365982749765179	2.10728524934733	0.644827737318401	0.44722829365775	0.425234622924285	0.548083864919859	0.423900396120376	0.559453466473511	0.566874172198831	0.44446776758509	0.574092571691561	1	0.0853762059799624	0.620860771916885	0.624844267481113	0.397353937863772	0.312139968051546	8.34007362810197e-05	0.265420562286595	0.620626076840866	0.141807904853312	0.0955561852441409	0.501184898988301	0.16796	1	1
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0026076111000448	0.000584042010882785	4.46476632066821	0.0184283949929487	0.0109505505904418	0.116521230625979	0.00271813590547159	0.00317265806937533	0.0792662023987754	0.00548096878396562	0.0056958507272633	0.0978252372655518	1	5.86871080534443e-05	0.034066365198329	0.0317710810906918	0.000261523657357596	5.29662630939274e-07	9.92200098578498e-18	1.94536388555248e-05	0.0129484391818659	5.66742914907965e-05	2.42995654902358e-05	0.00207445102198224	0	0.0184283949929625	19
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	0.00449127508887473	0.00576624222705528	0.778891158578392	0.757463309438713	0.855300538930861	0.29967440970179	0.836844411362009	0.94341546726289	0.991391254822154	0.833405702362553	0.941989319990034	0.99131263878233	1	0.489256609067335	0.82412116949278	0.757358473102989	0.682252083029476	0.351270872912452	0.621856460829646	0.334267301415075	0.85368656189042	0.788167270528146	0.827300901949062	0.883803241731366	1	1	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	0.00161554152864022	0.00116240362591429	1.38982836307786	0.916605861043857	0.678338825492996	0.544596503085693	0.822668368294782	0.822783234310744	0.991391254822154	0.827900236146402	0.821929742185456	0.99131263878233	1	0.338459153071815	0.771456926399779	0.700866875836998	0.490529835503152	0.661471629661835	0.0190046494938879	0.880642937885289	0.995222974886508	0.91649933269801	0.660204834865104	0.663011410360531	0.15019	1	1
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_6	0.000577379245827114	0.000206582596840972	2.7949074832842	0.598732989084069	0.322052012801585	0.000958361696439374	0.293391240089483	0.175285652942539	0.0759356374620769	0.333605699485175	0.197670476822581	0.0705119032162979	1	0.0111916404625546	0.483491522320711	0.545362451944375	0.196183848921953	0.00624697384864176	4.21016409058662e-09	0.0202455139312887	0.177411672928642	0.00655532545216642	0.0557125577836682	0.263639857373543	0.0442	1	7
Bacteria	NA	NA	NA	NA	NA	0.000463129391881201	0.000218511747450505	2.11947136611547	0.104804070952804	0.205342894228021	0.209728806705697	0.317398490786686	0.180931429425496	0.279999651641922	0.344412131290822	0.195252020695926	0.286722456411904	1	0.00678619639356032	0.480458935642899	0.319141055376716	0.0507803420834235	0.00285726263713056	0.00126694833518547	0.114081541431183	0.205837265332193	0.0769709187888652	0.0018487655243027	0.250505646110411	0.0266	1	5
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0.00276009861081776	0.000930298198806977	2.96689665137193	0.0176212148201018	0.0183458812418161	0.0199586452135152	0.00390601115700564	0.00453229845640333	0.091896647469038	0.00749491872009093	0.0080160504226073	0.114825647490431	1	9.9851348681219e-05	0.0364836719311832	0.0389848609395142	0.0283232345662842	6.09180646532769e-06	4.21016409058662e-09	0.00921831517313288	0.0328879685674555	0.000766055511693174	0.00185826998274042	0.0040901936507458	0	0.017621214820105	20
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	0.199249543304451	0.206338463780372	0.965644212203368	0.568749010874993	0.0268581018613685	0.0102012573448915	0.888267291397054	0.0703749445702583	0.0781428315016502	0.890467114367725	0.0707473591211738	0.0809275832706491	1	0.566484995617437	0.146597663082565	0.0711456067296911	0.700829901930555	0.000790059719636618	0.0197750158835104	0.0283988149482595	0.903907507280619	0.0182646298448235	0.774173468021867	0.0547096419859365	0.25559	1	6
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	0.000275010505450863	0.000316063201722761	0.870112382434487	0.533547679942993	0.245963101697507	0.0753484188485898	0.986220620419636	0.688281450928198	0.534386982846891	0.984741254337817	0.674655988400059	0.548365953730721	1	0.150285362751019	0.673814334465128	0.535464553718014	0.365415391029259	0.662687002819055	0.00075935435186064	0.144755326076667	0.681285155111895	0.793500713512569	0.866404777493141	0.821942197085226	0.08612	1	1
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	0.000648276356077156	0.00114162334066849	0.567854854559605	0.475798934273893	0.353946550203387	0.521430539969177	0.473126306271385	0.392207854930834	0.900073690205625	0.489938497449309	0.395598704091115	0.898244789149588	1	0.0579681420562121	0.561700852090815	0.51682126361247	0.667278554516036	0.974888469668351	0.00626891961633895	0.386355087092529	0.747067905374441	0.0223800865705618	0.299841078621195	0.346558101508472	0.14144	1	2
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	0.00525549287565661	0.00443671530919888	1.18454588798161	0.815418894695554	0.917957947061236	0.287492871535158	0.942498402636143	0.947736201215805	0.574982936897342	0.943958639084912	0.9457065569055	0.574092571691561	1	0.728127424548294	0.869935483737997	0.816626995624939	0.684032313188275	0.711018629782773	0.846069239204333	0.95675168621945	0.886240873374736	0.991399565098445	0.456805204199873	0.973200150986309	1	1	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	0.00539978197777092	0.00496577483375144	1.08739968253688	0.939405921577548	0.811447690328919	0.807196356325813	0.460531257080294	0.855045343985443	0.956371212975928	0.473888184056281	0.850746585696606	0.952848391505997	1	0.481192520076483	0.841497160455839	0.907387617630535	0.665309086063603	0.807588781724261	0.663994164705646	0.826758499531363	0.830134411366191	0.850472398248466	0.77336355842523	0.839393718576531	1	1	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	0.0226903024902578	0.0201129562471278	1.1281435812549	0.490557748873956	0.754792313148465	0.812674932769298	0.506695919210085	0.947736201215805	0.824860723693018	0.550323207921189	0.9457065569055	0.813602421753193	1	0.458453943503761	0.941592486760227	0.767806900781596	0.705533582356821	0.596754477395278	0.72491365685338	1.52323975018689e-12	0.782941476596595	0.77522519223982	0.308481219314559	0.84332021450966	1	1	1
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	0.0207711940787653	0.0207787047473779	0.999638540096509	0.814497833957078	0.434206099512407	0.331530469820045	0.506695919210085	0.947736201215805	0.941645277133169	0.512583669315112	0.9457065569055	0.934158750374281	1	0.595667159340648	0.933113265268375	0.503331228614577	0.699228583555014	0.500654554973628	0.618998101382534	0.615284476764055	0.686579750137315	0.486525155743933	0.940984907646926	0.973200150986309	1	1	0
Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	0.000202837563202954	4.86810568481203e-05	4.16666309927875	0.737249639185877	0.984407250466255	0.000162283937861689	0.82649879175509	0.744138076036743	0.0792662023987754	0.83834522631156	0.752116342878409	0.0758727754517629	1	0.0959563400252626	0.742051777031278	0.722214797546356	0.0162580580769914	0.0572199355572037	5.69866598494076e-17	0.00719421691355049	0.556675489726808	2.23371962389551e-07	0.0499997287065583	0.700474720388692	1	1	6
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	0.00185197176546508	0.0016827301544336	1.10057560957446	0.533547679942993	0.917957947061236	0.303262763704657	0.442765580557576	0.744138076036743	0.245826735901285	0.459985028338741	0.743185746672592	0.192085160794976	1	0.348533830557618	0.84128247352928	0.785837299310519	0.657203043570369	0.662687002819055	0.226526066349125	0.530585805130827	0.21058123281064	0.0965047113627152	0.463423549449336	0.71490922617113	0.14646	1	0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	0.0078692120431624	0.0131817634513979	0.596977185349802	0.648861293987928	0.881996090243802	0.312382357374455	0.990812976381422	0.667932149905606	0.968493741349707	0.991692030930882	0.649313434895602	0.962193856691764	1	0.947878034434162	0.706821438404687	0.724204696764339	0.680452286381426	0.791190993497007	0.0185226310514728	0.449219684005626	0.686579750137315	0.0355306837839663	0.507056133911895	0.84332021450966	0.3665	1	2
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	0.0589104972392323	0.0622570396866345	0.946246360825269	0.533547679942993	0.760340153870696	0.78208666591433	0.45730516002589	0.717044221260977	0.950645225495409	0.463841994495931	0.707606620988235	0.946615572533289	1	0.416469556901121	0.683154342912708	0.740164655980541	0.632834198668468	0.149782800244583	0.0597406284508634	0.190958929905403	0.925043762447801	0.63909768153818	0.891233506175976	0.663011410360531	0.18053	1	0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	0.00194615431889509	0.00808611417870173	0.240678560293042	0.444647278208814	0.984407250466255	0.303262763704657	0.607380401859176	0.390589637795588	0.141478409802023	0.614576204434813	0.356417638619407	0.0994956305426421	1	0.71932043820239	0.566945620463561	0.69734639890212	0.507653561621542	0.31943333600562	1.83037791256389e-05	0.0110658394913133	0.177411672928642	7.69812402196812e-07	0.0155639452174523	0.247868442860696	1	1	4
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella	0.171945983948875	0.191851393172019	0.896245688425641	0.38197724038976	0.104584918536328	0.0526139854488654	0.990812976381422	0.233045394433394	0.117222251355615	0.991692030930882	0.22571819618889	0.115912298680913	1	0.455860852295166	0.352357193726298	0.150930764136102	0.697610513868206	0.73240249304175	0.0921957992344652	0.0377371038563447	0.135041826347247	0.0114354084993676	0.623043994930565	0.200113205776429	0.20923	1	2
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	0.00155941209422717	0.000846388084116526	1.84243153169495	0.0107659831366139	0.00538210921124071	0.323087987524859	0.00640838092213978	0.004662168843621	0.210410406048855	0.00900002032636577	0.0065281197135232	0.226680212746575	1	0.000152671818193443	0.0295657757708053	0.0182847060954215	0.0109332385801009	0.324669226637633	0.0581821236995306	0.196959473758624	0.0452176109632288	0.00028078516333186	0.0981318882339006	0.00659769988889704	0	0.0107659831366579	15
Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0.000739241142467017	0.000179716514456709	4.11337346877539	0.096595432022001	0.0704565398930896	0.0302927475308442	0.0119164227275171	0.0172513074801032	0.253437884604527	0.0261999194174023	0.0285005179746512	0.272409337209752	1	0.00033395542968702	0.157651211483476	0.183004596288176	0.0938563609834943	0.0114937608492576	1.15817597843452e-10	0.00713196614269287	0.0573285424828187	2.50322351925337e-05	0.00185826998274042	0.00659769988889704	0	1	13
Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA	0.000238483760551537	0.000264929091008956	0.900179590105772	0.89006470870028	0.984407250466255	0.135136764696075	0.880642767198239	0.786084092761886	0.928601396207347	0.880274514218521	0.777665606890814	0.929655668956216	1	0.642101837946646	0.77146833650708	0.755997787894513	0.51976220413748	0.749546416083844	0.936131785384894	0.532302342283707	0.602998964700692	0.526105969877605	0.873281539414867	0.71490922617113	1	1	0
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0.000151109275585065	0.000186983098667871	0.808144033667305	0.157501287218568	0.280065305634705	0.0657597630148964	0.195404570560818	0.233045394433394	0.167686238968804	0.171550989604874	0.222981095373796	0.154200659841892	1	0.696271954134297	0.343736018972719	0.301815110902902	0.457802179134062	0.170826942022715	0.245294226229057	0.263063673734696	0.512651779992176	0.070769855302342	0.782843355029322	0.176172747428722	0.32132	1	0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	0.000128305634783377	0.000122936383096272	1.04367504193531	0.40993537066971	0.831976471593021	0.00817040479784945	0.460531257080294	0.717044221260977	0.091896647469038	0.463841994495931	0.716507709495715	0.0702849436996135	1	0.696271954134297	0.668500215560808	0.647596935813267	0.420619518594041	0.974888469668351	0.442704396719564	0.874103934661372	0.93951856343997	0.280681967609073	0.34179560278822	0.663011410360531	1	1	1
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	0.00232198984126729	0.00167750954232757	1.38418875283744	0.167484193839742	0.185690047778268	0.698284046176727	0.186259700747187	0.141859102832207	0.534386982846891	0.176593577971676	0.143378266332381	0.524197283470052	1	0.0256633594317045	0.239673858909792	0.247749849329416	0.44768735344161	0.962549111117309	0.442704396719564	0.907732314205464	0.270326869680928	0.0481002294991844	0.378916204647047	0.131672339892414	0.02012	1	3
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lactonifactor	1.93807244540858e-05	1.31271611575626e-05	1.47638352431748	0.815418894695554	0.649872099510402	0.78208666591433	0.980075028955884	0.684635138948593	0.805647655204591	0.979320325339469	0.674655988400059	0.807469509723063	1	0.047875508112335	0.715573478466364	0.692766521368424	5.04496711073443e-10	0.94294126861576	0.374973673750709	0.435399893900723	0.903907507280619	0.379223424343463	0.199305085913073	0.306387693446005	0.17357	1	2
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Ezakiella	0.00499171954786695	0.00152434169398969	3.27467231759699	0.0419610148300703	0.0578891390183131	0.0179388176990307	0.00885206206466307	0.0140400743663484	0.0598406110049256	0.0144627752837879	0.0221371690492227	0.071671376960874	1	0.000806891621499582	0.0781732154086472	0.0576505366435826	0.00752720291932253	1.92300067925918e-06	2.56513004719268e-08	0.00564796059433984	0.0265381913724262	0.000111058519663292	0.000322470355726411	0.0214115162808727	0	0.0419610148300571	17
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Anaerococcus	0.00183622435095004	0.000685619448254828	2.6781975855906	0.0097337534710331	0.0184565240457635	0.071527655359292	0.00271813590547159	0.00573838627981556	0.154503030973017	0.00548096878396562	0.00961957934159467	0.156721045090944	1	0.000140627326603601	0.0361699776894534	0.0285186331215073	0.0190210624004212	2.97436977994935e-09	1.74501233631888e-06	0.0123950299306228	0.0298842865126535	0.000938409019792399	0.0018487655243027	0.0040901936507458	0	0.00973375347102844	19
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus_Soleaferrea	5.99830553528816e-05	6.9795988316858e-05	0.859405487326465	0.156478247201961	0.0321940512255862	0.312382357374455	0.00574012110090147	0.0387420227749577	0.534386982846891	0.00548096878396562	0.0345783113075342	0.552560231061598	1	0.395457370722927	0.136965898972456	0.0324942059171256	0.690964551951713	0.030537760551313	0.0181983152025567	0.059935122593871	0.00575817963153618	0.00135573839937242	0.856455265007863	0.041125904438611	0.13499	1	11
Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	5.03833952650868e-05	3.44937358948087e-05	1.46065347687287	0.547194334207568	0.890917896843298	3.8544241703843e-05	0.69285720840383	0.947736201215805	0.0134305466174609	0.691782021438003	0.9457065569055	0.0156936279678771	1	0.239696479450089	0.761627029225469	0.725417146571208	0.384982196147685	0.596754477395278	0.00577185826155473	0.324592088254308	0.995613588504505	0.968519044018614	0.0618375861333855	0.859985459269405	1	1	4
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-008	2.18172816090709e-05	4.41714001890567e-05	0.493923251599258	0.157501287218568	0.422610017965633	0.00193559738462492	0.230599812243867	0.368725438792583	0.0550865401289286	0.226306438006236	0.356417638619407	0.0472166127216789	1	0.728127424548294	0.534814461515908	0.474341719855562	8.84941325568797e-05	0.942539611227297	0.242251518035364	0.114081541431183	0.396604223153758	0.486230913333073	0.412996477422108	0.304888511977675	0.36026	1	3
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	0.00132308914111495	0.00192329146109278	0.687929608112127	0.071140295883397	0.00183095442998051	0.00918731301749333	0.00271813590547159	0.000611798011720323	0.00371596701855464	0.00448387854990271	0.00106147915145422	0.00373339212582707	1	0.012764210819529	0.00412140358766072	0.00272693772487319	0.344514588477177	2.85357063182526e-05	4.57904507135609e-05	0.000103654145737159	0.000771026362120665	0.000339817675577749	0.0112282708920705	0.000640751057499697	0	1	19
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Catabacter	3.66804330424756e-05	3.33706267742043e-05	1.0991832215399	0.648861293987928	0.568599494571123	0.287492871535158	0.776133933349685	0.662990228078396	0.534386982846891	0.778412105427052	0.649313434895602	0.548365953730721	1	0.0546705408302694	0.693762529054094	0.681258544717445	0.628049351234658	0.549234319139977	0.917184147195913	0.919148245157006	0.955170296872072	0.866410898402361	0.896736280634295	0.494090949481997	0.11167	1	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetanaerobacterium	3.16235104833692e-05	2.79483587955927e-05	1.13149794285438	0.768435078472686	0.862614616454464	0.0252027447556025	0.317398490786686	0.744138076036743	0.155035442205362	0.315555551220055	0.743185746672592	0.156721045090944	1	0.468940372657262	0.694725755411035	0.59311144795981	0.556262253628009	0.662687002819055	0.525780373385133	0.77843254708159	0.270326869680928	0.102228177458761	0.139572168627468	0.821942197085226	1	1	1
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	2.78141456894161e-05	1.88291253953148e-05	1.4771873417093	0.172297117858201	0.22383897745252	0.0864394873008026	0.202011324659208	0.130791591705186	0.348879685987549	0.218274483994485	0.150455316272531	0.362048674981319	1	0.000880131258510427	0.463633851210632	0.34931336807865	0.431756231422482	0.192122139043202	0.00044518514797653	0.115074043657202	0.17635660504251	0.0198342648615516	0.0688970410346536	0.0489257652117334	0.0379	1	5
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	DTU089	0.000393495482963488	0.000503030810228259	0.782249267763406	0.0633418360312116	0.00774957647342204	0.564562545190986	0.00390601115700564	0.00865478996111111	0.480795709228663	0.00493236065065994	0.00920724215463879	0.486015741327416	1	0.0689774010078739	0.0385815383377515	0.00878402986591275	0.644310864745394	0.0173515040722288	0.000921629969921152	0.0854333391218911	0.0120508788273282	0.00181667390173463	0.354916576852649	0.0186486757425972	0.01162	1	13
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2	0.00807474391833189	0.0102452342799909	0.788146341768091	0.0419610148300703	0.00538210921124071	0.0117568741598261	0.0126824224628548	0.00689470269087481	0.0272778217509928	0.0140708731655343	0.00873213478173031	0.0246590291607931	1	0.0198095966167509	0.0225200936405505	0.0088040334219599	0.13517157520273	0.190163748576176	0.00265531973696412	0.136949360311807	0.0816605912749066	0.00785734849251579	0.800257240755962	0.0118449860714359	0	0.0419610148300571	17
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	0.00397303922298435	0.00638369051037477	0.622373408693195	0.101257459830675	0.0668143530703411	0.160411254671494	0.107466766005073	0.0616466765588083	0.174259727461391	0.100580128380804	0.0566126945037539	0.157658681039319	1	0.143258670952401	0.134883420213222	0.122346574484385	0.378605792941095	0.367516368916791	0.001295379865192	0.197110567054054	0.220373538976046	0.0336869838550413	0.32552898350471	0.209918973590938	0.13499	1	2
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthella	0.000573419345199096	0.000610829789211829	0.938754715841537	0.489839972070796	0.984407250466255	0.427555174589496	0.822668368294782	0.962748171219211	0.779032983305943	0.825582190714631	0.962084014542025	0.783673237344467	1	0.544586880931572	0.892252875795871	0.937840529523277	0.663316671792047	0.641631449376372	0.0291773004261597	0.263063673734696	0.76305728470353	0.760390603915197	0.782843355029322	0.973200150986309	0.25349	1	1
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	0.000113016366529668	0.000197696460289282	0.571666110583339	0.340613117836016	0.518278428149965	0.317184198014551	0.195404570560818	0.233045394433394	0.771304836971573	0.166412799662745	0.21237789416038	0.769187524960582	1	0.728127424548294	0.463521145596832	0.477919453460573	0.437174637234872	0.217155909614115	1.4310716441659e-08	0.00849862030102698	0.196121351902787	0.0166130308608764	0.0981318882339006	0.449862879498559	0.29423	1	3
